index,cafe_name,city,province,phone_number,cost,work_start,work_end,cafe_address,hookah,internet,delivery,smoking,open_space,live_music,parking,pos,food_quality,service,cost_value,environment,follower,lat,lon
1090, سور ,tehran,الهیه,02126205253,3,12:00:00,00:00:00,الهیه، خیابان فرشته، خیابان بیدار، روبروی خیابان مریم غربی، پلاک2/2,True,True,True,True,True,False,False,True,3,3,3,3,0,35.7878887530372,51.4213129710404
1091, کافه لایم ,tehran,خیابان فرشته,02122009214,2,09:00:00,23:45:00,خیابان فرشته، نبش کوچه شبدیز، پاساژ فرشته,False,False,False,True,False,False,False,True,4,3,4,4,0,35.79167460086896,51.42326831817627
1092, کافه سله (ونک) ,tehran,میدان ونک,02188620988,1,11:00:00,00:00:00,میدان ونک، خیابان خدامی، خیابان آفتاب، روبروی برج آفتاب، پلاک 11,False,True,False,True,False,False,False,True,4,4,4,4,0,35.7667346426824,51.3992443247659
1093, یاشل ,tehran,ولیعصر,02122016523,2,09:00:00,23:00:00,ولیعصر، بالاتر از اتوبان نیایش ،ک انصاری،برج ملت،ط همکف,False,True,False,True,False,False,True,True,4,4,4,4,0,35.77580041058694,51.41355335712433
1094, فنجان اول ,tehran,ميدان ونك,02188791535,2,10:00:00,21:00:00,ميدان ونك ، ابتداى خیابان ونك، پاساژ ونك ، شماره ١١,False,True,False,True,False,True,True,True,3,3,3,4,0,35.75829803029664,51.40841960906982
1095, آلبالو سیاه ,tehran,هفت تیر- مفتح شمالی روبروی پمپ بنزین پلاک 306,02188309474,2,09:30:00,09:00:00,هفت تیر- مفتح شمالی روبروی پمپ بنزین پلاک 306,False,True,False,True,False,False,False,True,2,3,3,3,0,35.72484555561483,51.42776370048523
1096, نارون ,tehran,نیاوران بعد از تقاطع کامرانیه مرکز خرید نارون پلاک 7,02126103980,2,09:00:00,22:00:00,نیاوران بعد از تقاطع کامرانیه مرکز خرید نارون پلاک 7,False,True,False,True,True,False,True,True,4,4,5,4,0,35.81147236856006,51.46447777748108
1097, الیزه ,tehran,خدامی برج آفتاب طبقه زیرین کافه الیزا,02188607531,2,10:00:00,23:00:00,خدامی برج آفتاب طبقه زیرین کافه الیزا,False,False,False,False,False,False,False,False,4,4,3,4,0,35.7662203465823,51.39871537685394
1098, کنج ,tehran,خیابان ولیعصر بالاتر از زرتشت  نبش کوچه کامران مجتمع تجاری کامران طبقه روی همکف پلاک20,02188949572,2,10:00:00,22:00:00,خیابان ولیعصر بالاتر از زرتشت  نبش کوچه کامران مجتمع تجاری کامران طبقه روی همکف پلاک20,False,True,False,True,True,False,False,True,4,3,3,3,0,35.712741,51.403201
1099, سپیدگاه ,tehran,خیابان کریمخان,02188832127,2,09:00:00,23:00:00,خیابان کریمخان، خیابان خردمند جنوبی، پلاک ۵۴,False,False,True,False,False,False,False,True,3,3,3,3,0,35.714189,51.421916
1100, سها ,tehran,میدان محسنی خیابان بهروز برج بیژن طبقه اول,02122272205,2,09:00:00,21:30:00,میدان محسنی خیابان بهروز برج بیژن طبقه اول,False,False,False,False,False,False,False,True,0,0,0,0,0,35.75879858779355,51.44263386726379
1101, طلائی ,tehran,میدان تجریش خیابان جلالوند پ 6,02122717877,2,10:00:00,00:00:00,میدان تجریش خیابان جلالوند پ 6,False,False,False,False,False,False,False,True,0,0,0,0,0,35.80811052587041,51.4285683631897
1102, اس پی یو ,tehran,درکه,02122419494,3,11:00:00,03:45:00,درکه، میدان درکه,True,False,False,False,True,False,False,True,4,3,4,3,0,35.806233,51.38416
1103, ساقدوش ,tehran,پاسداران انتهای بوستان دوم شهید اخوان خیابان ساقدوش جنب تالار ساقدوش,02122978274,2,12:00:00,23:00:00,پاسداران انتهای بوستان دوم شهید اخوان خیابان ساقدوش جنب تالار ساقدوش,True,True,False,True,False,False,False,True,2,2,2,2,0,35.7593358183883,51.46787881851196
1104, شونیز ,tehran,میدان آرژانتین اول خیابان احمد قیصر- پلاک 58,02188553832,2,09:00:00,00:00:00,میدان آرژانتین اول خیابان احمد قیصر- پلاک 58,False,False,False,False,False,False,False,False,4,4,4,4,0,35.73608332445332,51.41538262367248
1105, سلین ,tehran,ميدان هفت تير,02188824017,2,09:00:00,23:00:00,ميدان هفت تير ، خيابان قائم مقام فراهاني ، بعد از سه راه مشاهير ، پلاک ۴۶,False,True,False,False,False,False,False,True,3,3,3,3,0,35.7179641723633,51.4231262207031
1106, میتا کیش ,tehran,اشرفی اصفهانی- مجتمع تیراژه - طبقه همکف,02144491502,2,10:00:00,23:00:00,اشرفی اصفهانی- مجتمع تیراژه - طبقه همکف,False,False,False,False,False,False,False,False,3,1,3,3,0,35.74754061808424,51.33181063021766
1107, پستو ,tehran,گیشا,02188261409,2,10:00:00,00:00:00,گیشا، نرسیده به کوچه دوم جنب موسسه زبان پارسایان,True,True,True,True,False,False,False,True,4,4,4,4,0,35.72687240007407,51.37951612472534
1108, پاپ ,tehran,خیابان شریعتی بالاتر از ظفر,02122610670,2,10:00:00,23:00:00,خیابان شریعتی بالاتر از ظفر، جنب بیمارستان ایران مهر,True,True,False,True,False,False,False,True,4,4,4,4,0,35.76749139020416,51.44163608551025
1109, لوپتو (یاسمن) ,tehran,خیابان ملاصدرا,02188054380,3,11:00:00,23:00:00,خیابان ملاصدرا، شیخ بهایی شمالی، برج صبا,False,False,True,False,False,False,True,True,3,4,3,3,0,35.758667,51.396167
1110, زیپو ,tehran,خیابان وليعصر,02122658371,2,11:00:00,23:00:00,خیابان وليعصر ، رو به روي پارك ملت ،  نبش خیابان انصاري ، برج ملت ، طبقه اول ، واحد 72,False,True,False,True,True,False,False,True,4,3,3,4,0,35.77583500685278,51.41358581800887
1111, پائیز 98 ,tehran,خیابان شهرآرا,02166511036,2,09:00:00,23:00:00,خیابان شهرآرا، روبروی گذرنامه ،  پاساژ نسترن ، طبقه دوم ، واحد 13,False,False,False,False,False,False,False,True,4,4,4,4,0,35.71586509402107,51.37143222145823
1112, امید ,tehran,تجریش,02122738506,1,11:00:00,00:00:00,تجریش ، سه راه نیاوران، خیابان شهید کبیری ،  بعد از آتش نشانی پلاک 80,False,False,False,False,False,False,False,False,4,4,3,3,0,35.80606686684501,51.44086026171033
1113, لمیز(ولیعصر) ,tehran,خیابان ولیعصر,02166462205,2,07:00:00,23:00:00,خیابان ولیعصر، بالاتر از چهارراه ولیعصر سمت راست، شماره 1435,False,False,False,False,False,False,False,True,4,4,4,4,0,35.7017550755996,51.4052809461207
1114, آی کافه (iCafe) ,tehran,میرداماد,02126404521,2,07:00:00,22:00:00,میرداماد، متروی میرداماد، رز میرداماد، طبقه دوم,False,False,False,False,False,False,True,True,4,4,4,4,0,35.76011404164069,51.43412590026855
1115, آرک آ ,isfahan,جلفا,03136290920,2,09:00:00,00:00:00,جلفا، روبروی کلیسای وانک,False,False,False,False,True,False,False,True,0,0,0,0,0,32.6355754784871,51.6551171243191
1116, عمارت سیمون ,isfahan,جلفا,03131325011,3,10:00:00,00:00:00,جلفا،روبروی کلیسا وانک,False,False,True,False,True,False,True,True,5,4,4,4,0,32.63645666341453,51.65712609887123
1117, سعدآباد ,isfahan,ميدان انقلاب,03132213539,2,09:00:00,23:00:00,ميدان انقلاب،ابتداي چهارباغ عباسي،كوچه طاووس خانه،جنب مادي نياصرم,False,True,True,False,False,False,False,True,0,0,0,0,0,32.64761627047777,51.66876286268234
1118, نیکان (اصفهان) ,isfahan,میدان فیض,03136628414,2,08:00:00,23:45:00,میدان فیض، خیابان میر، روبرو سازمان هلال احمر,False,True,True,False,False,True,True,True,0,0,0,0,0,32.63402625472273,51.6807496547699
1119, پارک لند (اصفهان) ,isfahan,بلوار سعدی,03136249731,2,12:00:00,00:00:00,بلوار سعدی، جنب فروشگاه هاکوپیان,False,True,False,False,False,False,True,True,5,4,4,5,0,32.63932744215874,51.64823792874813
1120, دستان (اصفهان) ,isfahan,خیابان سپه,32221842,2,08:00:00,23:00:00,خیابان سپه، کوچه کازرونی,False,True,False,False,False,False,False,True,0,0,0,0,0,32.65916740231487,51.67340040206909
1121, ایرانیان ,isfahan,خیابان آمادانا اول روبه روی معاونت درمان,03136615350,2,16:00:00,00:00:00,خیابان آمادانا اول روبه روی معاونت درمان,False,True,False,False,False,False,False,True,0,0,0,0,0,32.63327803243643,51.68838389217853
1122, رادیو (اصفهان) ,isfahan,مبارکه,03152413507,2,08:00:00,00:00:00,مبارکه، خیابان منتظری، پاساژ طلا، زیرزمین,False,True,False,False,False,False,False,True,4,4,5,4,0,32.65512524049099,51.66777849197388
1123, ریبار (اصفهان) ,isfahan,خيابان بوستان سعدی,03136273150,2,09:00:00,00:00:00,خيابان بوستان سعدی، حدفاصل پل فلزی و پل مارنان، جنب پوشاك زاور، طبقه زيرين گل آريسا,False,True,False,False,False,False,False,True,0,0,0,0,0,32.63960412525059,51.64387732744217
1124, سنس ,isfahan,خیابان شریعتی غربی,03131310295,2,10:00:00,00:00:00,خیابان شریعتی غربی ، چهارراه محتشم کاشانی ، جنب آموزشگاه حافظ,False,True,False,False,False,False,False,True,0,0,0,0,0,32.62824186918681,51.65379962852216
1125, ژینر جلاتو (اصفهان) ,isfahan,نظر میانی,03136268540,2,09:00:00,00:00:00,نظر میانی، کوچه کلیسا وانک,False,False,False,False,False,False,False,True,0,0,0,0,0,32.63581970395187,51.6553384065628
1126, ناژلند ,isfahan,پارک جنگلی ناژوان,03195010101,2,08:00:00,00:00:00,پارک جنگلی ناژوان،ایستگاه ۲ تله سیژ,False,True,False,False,False,False,True,True,0,0,0,0,0,32.63944715005046,51.6060072183609
1127, خانه تاریخی همدم السلطنه ,isfahan,انتهای خیابان حافظ,03132224874,2,12:00:00,00:00:00,انتهای خیابان حافظ ، کوچه شماره ۳,False,False,False,False,True,False,False,True,3,4,4,2,0,32.65846737620234,51.67903840541839
1128, کاغذ ,isfahan,چهارباغ بالا روبرو زمزم مجتمع پارسیان انتهای ایوان,09351449510,2,09:00:00,00:00:00,چهارباغ بالا روبرو زمزم مجتمع پارسیان انتهای ایوان,False,False,False,False,False,False,False,True,0,0,0,0,0,32.62603661152406,51.66477173566818
1129, مس و قالی ,isfahan,خ سپه شرقی مقابل اداره دارایی مرکزی تیمچه مثقالی,03132222764,2,09:00:00,00:00:00,خ سپه شرقی مقابل اداره دارایی مرکزی تیمچه مثقالی,False,True,False,True,False,True,False,True,4,3,4,3,0,32.6588851343807,51.67545899748802
1130, ترنج (اصفهان) ,isfahan,خاقانی,,2,07:30:00,23:00:00,خاقانی ، کوچه هوانس شیراز,False,True,True,False,False,False,False,True,4,4,5,4,0,32.63323116245478,51.65106296539306
1131, فرهنگ (اصفهان) ,isfahan,خیابان کمال اسماعیل,9135131338,2,07:30:00,23:30:00,خیابان کمال اسماعیل، طبقه زیرین پل جوئی,False,False,False,False,False,False,False,True,4,4,4,4,0,32.6463673812702,51.66659413546426
1132, تعطیلات (اصفهان) ,isfahan,خیابان حکیم نظامی.جنب خیابان مهرداد,03136268787,2,11:00:00,00:00:00,خیابان حکیم نظامی.جنب خیابان مهرداد,False,False,False,False,False,False,False,True,4,1,3,2,0,32.6330730466729,51.65369689464569
1133, ستاره ی من ,isfahan,خيابان حكيم نظامي,03136259096,2,09:00:00,00:00:00,خيابان حكيم نظامي،كوچه سنگتراشها،بعد ازآبنما،نبش کوچه ۱۷,False,True,False,True,False,False,False,True,0,0,0,0,0,32.63052508526016,51.64740443229675
1134, شربت سرای روزگار نو ,isfahan,میدان نقش جهان,32219965,2,09:00:00,22:45:00,میدان نقش جهان ، بازارچه چهار سوق مقصود,False,True,False,False,False,False,False,True,5,5,5,5,0,32.6556003018644,51.6790880130034
1135, شربت سرای روزگار ,isfahan,میدان نقش جهان,32234357,2,09:00:00,22:45:00,میدان نقش جهان ،جنب مسجد شیخ لطف الله ، سرای اسپادانا پلاک 37,False,True,False,False,False,False,False,True,3,3,4,4,0,32.658106087592,51.6784802918144
1136, پلاک دو ,isfahan,چهار راه فلسطين,32213000,2,08:30:00,23:00:00,چهار راه فلسطين،ابتداى خيابان استاندارى،سمت چپ،نهر فرشادى غربى پلاک2,False,True,False,False,False,False,False,True,0,0,0,0,0,32.650897,51.676168
1137, تئاتر ,isfahan,خیابان چهارباغ عباسی,31319042,1,08:00:00,22:00:00,خیابان چهارباغ عباسی ، رو به روی شیخ بهایی ، مجتمع هشت بهشت ، ورودی سرای هشت بهشت ، طبقه اول,False,True,False,False,False,False,False,True,0,0,0,0,0,32.6537959922516,51.6692336837541
1138, پستو ,isfahan,میدان انقلاب,32217957,2,12:00:00,00:00:00,میدان انقلاب ، خیابان چهار باغ عباسی ، خیابان مادی نیاصرم (حدفاصل چهار باغ و خیابان پاسداران),False,False,False,False,False,False,False,True,5,5,5,5,0,32.64749205664958,51.66899085044861
1139, وان ,isfahan,خیابان نظر میانی,36246250,2,10:00:00,23:30:00,خیابان نظر میانی، میدان جلفا ، پلاک هفت، کافه وان.,False,True,False,False,False,False,False,True,0,0,0,0,0,32.6362872597448,51.6571113467216
1140, شربت خانه فیروز  ,isfahan,جلفا خیابان حکیم نظامی کوی کلیسای وانک روبروی هتل جلفا,36268009,2,08:00:00,00:00:00,جلفا خیابان حکیم نظامی کوی کلیسای وانک روبروی هتل جلفا,False,True,False,False,False,False,False,True,4,4,5,4,0,32.6360343114295,51.6569136592887
